MainType,Diameter,InstallDate,Material
Distribution,12,10/1/2021 5:44,Cast Iron
Distribution,6,12/23/2008 9:22,Copper
Distribution,14,2/27/2014 20:14,Galvanized Iron
Distribution,6,6/19/2004 0:32,Copper
Distribution,6,9/6/2017 1:54,Cast Iron
Distribution,6,9/15/2018 0:38,Copper
Distribution,12,7/29/2005 0:35,Ductile Iron
Distribution,12,11/28/2011 15:17,Cast Iron
Distribution,10,6/19/2021 8:48,Copper
Distribution,8,11/21/2014 23:34,Ductile Iron
Distribution,10,4/3/2016 21:22,Copper
Distribution,8,3/7/2019 21:55,Ductile Iron
Distribution,8,10/20/2014 16:11,Ductile Iron
Distribution,12,5/16/2017 17:16,Galvanized Iron
Distribution,10,10/3/2021 10:05,Copper
Distribution,12,7/3/2019 1:01,Copper
Distribution,6,1/31/2017 0:00,Ductile Iron
Distribution,12,4/26/2016 5:23,Cast Iron
Distribution,12,6/3/2019 19:33,Cast Iron
Distribution,10,9/30/2014 19:19,Ductile Iron
Distribution,12,2/28/2021 22:22,Copper
Distribution,8,4/15/2014 2:10,Copper
Distribution,6,9/1/2011 23:35,Copper
Distribution,8,2/25/2020 10:13,Ductile Iron
Distribution,8,3/8/2020 6:13,Galvanized Iron
Distribution,8,7/6/1989 15:03,Cast Iron
Distribution,6,10/19/2015 6:27,Cast Iron
Distribution,12,11/16/2021 21:56,Cast Iron
Transmission,28,7/4/2009 10:11,Copper
Distribution,12,3/27/2011 1:30,Cast Iron
Distribution,10,5/9/2012 4:03,Cast Iron
Distribution,8,12/24/2018 10:44,Cast Iron
Distribution,8,3/12/2020 15:23,Copper
Distribution,14,6/18/2018 19:15,Copper
Distribution,12,4/20/2020 19:05,Galvanized Iron
Distribution,14,6/24/2014 6:43,Cast Iron
Distribution,14,10/12/2020 5:46,Copper
Distribution,6,6/13/2015 23:52,Ductile Iron
Distribution,6,11/26/2016 14:37,Ductile Iron
Transmission,24,4/15/2021 20:14,Cast Iron
Distribution,10,3/18/2011 21:02,Ductile Iron
Distribution,10,9/10/2013 8:59,Copper
Distribution,8,5/5/2019 2:27,Galvanized Iron
Distribution,10,10/21/2020 4:03,Galvanized Iron
Distribution,8,7/23/2020 11:44,Cast Iron
Distribution,6,6/15/2012 16:57,Ductile Iron
Distribution,8,7/22/2016 19:13,Ductile Iron
Distribution,14,10/14/2019 14:58,Copper
Distribution,6,7/12/2015 22:28,Cast Iron
Distribution,6,8/7/2016 8:47,Ductile Iron
Distribution,8,4/13/2009 1:30,Copper
Distribution,12,5/22/2010 10:55,Copper
Distribution,6,5/1/2018 6:23,Copper
Distribution,14,10/28/2016 20:23,Ductile Iron
Distribution,10,6/17/2010 0:44,Cast Iron
Distribution,12,5/26/2013 7:29,Cast Iron
Distribution,8,4/18/2007 1:21,Ductile Iron
Distribution,12,2/20/2017 17:20,Cast Iron
Distribution,12,5/6/2021 23:44,Copper
Distribution,6,4/3/2018 0:55,Ductile Iron
Distribution,12,9/30/2020 23:23,Ductile Iron
Distribution,14,10/26/2020 3:14,Ductile Iron
Distribution,14,11/1/2004 1:20,Galvanized Iron
Distribution,6,11/26/2007 10:10,Copper
Distribution,8,7/21/2018 7:12,Cast Iron
Distribution,6,4/4/2017 6:04,Copper
Distribution,6,6/12/2011 2:09,Ductile Iron
Distribution,14,10/20/2002 16:08,Ductile Iron
Distribution,6,8/17/2012 4:30,Ductile Iron
Distribution,8,1/6/2021 8:28,Cast Iron
Distribution,10,6/24/2019 4:57,Copper
Distribution,6,3/19/2013 14:13,Galvanized Iron
Distribution,6,9/26/2016 12:53,Copper
Distribution,10,9/25/2002 22:41,Cast Iron
Distribution,10,2/10/2018 16:47,Cast Iron
Distribution,6,10/16/1992 10:25,Cast Iron
Distribution,8,7/27/2016 19:46,Ductile Iron
Distribution,12,6/15/2021 4:27,Copper
Distribution,10,11/27/2019 3:03,Copper
Distribution,6,3/30/2015 15:22,Cast Iron
Distribution,10,4/7/2010 19:31,Galvanized Iron
Distribution,14,6/28/2019 0:49,Ductile Iron
Distribution,8,8/3/2020 20:20,Ductile Iron
Distribution,10,1/17/2019 1:59,Ductile Iron
Distribution,10,5/14/2019 20:21,Cast Iron
Distribution,14,9/13/2021 10:22,Copper
Distribution,10,6/4/2013 23:56,Ductile Iron
Distribution,12,9/15/1989 10:56,Cast Iron
Distribution,14,3/21/2019 5:01,Ductile Iron
Distribution,6,12/24/2019 23:48,Cast Iron
Distribution,8,12/31/2020 10:27,Cast Iron
Distribution,10,1/10/2006 10:31,Copper
Distribution,14,12/8/2018 7:11,Ductile Iron
Distribution,14,9/18/2017 9:00,Galvanized Iron
Distribution,14,11/22/2021 19:35,Galvanized Iron
Distribution,12,9/22/2017 21:54,Galvanized Iron
Distribution,14,9/15/2019 8:27,Copper
Distribution,12,8/15/2014 3:54,Galvanized Iron
Distribution,14,5/15/1996 8:06,Cast Iron
Distribution,12,11/30/2016 5:19,Galvanized Iron
Distribution,6,7/16/2018 22:11,Cast Iron
Distribution,10,6/14/2000 10:58,Cast Iron
Distribution,12,2/1/2017 4:06,Cast Iron
Distribution,14,2/20/2020 21:52,Copper
Distribution,10,5/28/2013 6:45,Galvanized Iron
Distribution,10,2/11/2007 21:59,Copper
Distribution,10,3/22/2014 13:02,Cast Iron
Distribution,12,7/27/2013 10:03,Ductile Iron
Distribution,10,4/3/2016 0:42,Ductile Iron
Distribution,14,6/16/2003 4:04,Galvanized Iron
Distribution,14,4/28/2018 19:12,Ductile Iron
Distribution,6,9/1/2016 3:15,Copper
Distribution,12,5/13/2014 18:11,Cast Iron
Distribution,6,2/1/2021 16:48,Ductile Iron
Distribution,12,9/27/2009 0:09,Copper
Distribution,12,4/5/2017 19:29,Copper
Distribution,12,6/18/2011 6:20,Ductile Iron
Distribution,6,9/24/2004 22:49,Copper
Distribution,12,3/31/2003 8:42,Copper
Distribution,14,7/10/2020 6:53,Galvanized Iron
Distribution,14,9/25/2019 23:12,Galvanized Iron
Distribution,12,2/12/2016 6:27,Ductile Iron
Distribution,12,9/2/2017 10:39,Cast Iron
Distribution,12,1/1/1980 13:30,Copper
Distribution,14,2/10/2011 6:42,Ductile Iron
Distribution,10,10/31/2018 7:17,Ductile Iron
Distribution,14,6/4/2017 9:28,Copper
Distribution,6,2/10/2006 16:46,Copper
Distribution,10,6/19/2020 3:39,Galvanized Iron
Transmission,24,11/9/2019 3:31,Cast Iron
Transmission,24,3/26/2020 2:21,Ductile Iron
Distribution,6,5/22/1991 17:47,Galvanized Iron
Distribution,6,11/3/2014 2:53,Copper
Distribution,6,4/18/2020 1:08,Copper
Distribution,12,12/30/2013 14:03,Cast Iron
Distribution,10,1/9/2009 20:49,Ductile Iron
Distribution,10,4/19/2003 18:56,Galvanized Iron
Distribution,12,11/24/2018 11:22,Galvanized Iron
Distribution,12,11/6/2020 16:52,Galvanized Iron
Distribution,8,12/17/2019 16:04,Cast Iron
Distribution,14,12/7/2005 18:05,Cast Iron
Distribution,14,11/18/2002 3:34,Cast Iron
Distribution,12,11/8/2018 17:31,Copper
Distribution,10,8/21/2010 15:05,Cast Iron
Distribution,10,9/18/2018 23:28,Galvanized Iron
Distribution,14,4/12/2020 3:54,Ductile Iron
Distribution,8,11/20/2015 20:33,Ductile Iron
Distribution,12,12/27/2020 12:38,Copper
Distribution,12,3/27/2010 0:23,Copper
Distribution,12,9/16/2019 11:52,Ductile Iron
Distribution,8,2/28/2018 8:39,Copper
Distribution,8,7/21/2015 21:33,Galvanized Iron
Distribution,10,6/25/2017 11:25,Galvanized Iron
Distribution,6,4/7/2021 6:32,Galvanized Iron
Distribution,8,7/27/2009 6:32,Copper
Transmission,24,10/5/2017 4:54,Galvanized Iron
Distribution,14,4/15/2016 23:10,Copper
Distribution,8,6/30/2017 8:06,Cast Iron
Distribution,8,9/11/2017 16:45,Galvanized Iron
Distribution,8,1/8/2000 10:38,Cast Iron
Transmission,28,5/8/2014 14:52,Ductile Iron
Transmission,36,12/18/2016 14:55,Ductile Iron
Transmission,24,3/3/1999 0:16,Copper
Distribution,10,10/29/2020 15:51,Copper
Transmission,24,9/1/1996 18:07,Ductile Iron
Distribution,12,7/1/2020 21:00,Copper
Distribution,12,10/23/2021 7:32,Ductile Iron
Transmission,28,2/4/2007 5:24,Ductile Iron
Distribution,12,10/1/2019 3:45,Galvanized Iron
Transmission,28,9/28/2015 11:29,Ductile Iron
Transmission,28,10/15/2020 1:52,Ductile Iron
Distribution,10,4/23/2019 14:38,Galvanized Iron
Transmission,32,7/5/2021 1:10,Copper
Distribution,12,5/20/2020 0:56,Ductile Iron
Distribution,8,3/13/2015 15:03,Ductile Iron
Distribution,6,2/21/2017 3:56,Ductile Iron
Distribution,6,11/15/2017 0:19,Galvanized Iron
Distribution,8,4/14/1993 2:12,Galvanized Iron
Transmission,28,5/29/2020 13:49,Ductile Iron
Distribution,14,3/30/2021 7:57,Galvanized Iron
Distribution,12,8/28/2014 17:15,Galvanized Iron
Distribution,6,4/27/2017 2:04,Cast Iron
Distribution,6,12/8/2015 9:21,Galvanized Iron
Distribution,14,9/2/2017 15:03,Copper
Distribution,12,6/27/2000 17:08,Galvanized Iron
Distribution,10,5/6/2020 15:00,Cast Iron
Distribution,10,3/31/2019 20:14,Ductile Iron
Distribution,8,11/3/2017 21:35,Copper
Distribution,8,2/15/2003 17:36,Cast Iron
Transmission,32,1/5/2020 8:14,Ductile Iron
Distribution,10,9/8/2007 23:14,Cast Iron
Distribution,10,2/10/2017 1:40,Galvanized Iron
Distribution,6,10/27/2020 0:05,Galvanized Iron
Distribution,6,2/1/2021 13:14,Ductile Iron
Distribution,8,6/8/2019 20:21,Ductile Iron
Distribution,8,5/1/2020 8:15,Copper
Distribution,14,7/9/2018 8:44,Cast Iron
Distribution,10,3/21/2016 17:57,Cast Iron
Distribution,14,9/12/2021 9:22,Galvanized Iron
Transmission,32,8/26/2021 13:29,Ductile Iron
Transmission,36,4/10/2010 16:27,Galvanized Iron
Distribution,8,8/23/2014 1:19,Copper
Distribution,12,2/16/1985 7:17,Galvanized Iron
Distribution,10,2/24/2018 18:07,Ductile Iron
Distribution,8,12/7/2017 4:17,Copper
Distribution,12,9/17/2014 20:09,Copper
Distribution,8,6/27/2020 10:51,Copper
Distribution,8,5/22/1999 1:51,Ductile Iron
Distribution,14,2/7/2010 20:29,Ductile Iron
Distribution,8,11/16/2018 6:16,Copper
Distribution,10,5/5/2018 5:03,Ductile Iron
Distribution,6,2/23/2021 12:33,Ductile Iron
Distribution,14,3/28/2011 0:59,Ductile Iron
Distribution,12,9/28/2013 15:02,Galvanized Iron
Distribution,12,10/4/2020 13:26,Ductile Iron
Distribution,6,12/21/2021 4:41,Galvanized Iron
Distribution,6,4/9/1997 7:31,Copper
Distribution,12,11/4/2018 16:31,Copper
Distribution,10,6/18/2019 18:12,Copper
Distribution,6,8/23/2017 10:14,Copper
Distribution,14,8/11/2012 3:10,Ductile Iron
Distribution,8,4/24/2015 1:22,Copper
Distribution,8,7/29/2012 16:31,Ductile Iron
Distribution,12,2/26/2021 6:31,Cast Iron
Distribution,12,8/19/1997 9:36,Copper
Distribution,8,9/21/2019 7:36,Galvanized Iron
Distribution,10,8/28/2020 15:49,Galvanized Iron
Distribution,8,1/5/2006 10:18,Copper
Distribution,14,10/16/2013 1:07,Galvanized Iron
Distribution,12,7/14/2004 18:10,Cast Iron
Distribution,6,5/18/2020 2:31,Copper
Distribution,10,9/1/2019 15:38,Ductile Iron
Distribution,10,12/23/2015 3:52,Copper
Distribution,12,7/31/2007 22:40,Copper
Distribution,8,12/3/2016 12:35,Ductile Iron
Distribution,12,12/18/2015 16:03,Copper
Distribution,12,7/15/1991 8:03,Galvanized Iron
Distribution,6,8/15/2011 5:05,Copper
Distribution,14,7/17/2014 0:43,Galvanized Iron
Distribution,10,7/12/2021 15:09,Copper
Distribution,8,2/11/2016 0:52,Ductile Iron
Distribution,8,1/1/1980 13:30,Galvanized Iron
Distribution,10,12/8/2018 4:17,Copper
Distribution,12,1/15/2020 4:34,Ductile Iron
Distribution,14,7/5/2013 8:44,Copper
Distribution,6,2/11/2020 15:24,Copper
Distribution,14,2/16/2008 21:09,Ductile Iron
Distribution,14,1/1/1980 13:30,Copper
Distribution,14,8/18/2018 7:31,Cast Iron
Distribution,6,1/6/2008 10:15,Copper
Distribution,8,2/15/2021 11:25,Ductile Iron
Distribution,10,3/9/2003 18:23,Ductile Iron
Distribution,14,8/5/2016 11:29,Copper
Distribution,8,10/28/2013 12:15,Copper
Distribution,10,12/23/2018 20:36,Copper
Distribution,6,7/28/2012 1:25,Ductile Iron
Distribution,14,8/10/2011 8:35,Galvanized Iron
Distribution,14,3/15/2020 17:53,Copper
Distribution,14,12/30/2020 9:37,Galvanized Iron
Distribution,10,7/10/2016 23:06,Ductile Iron
Distribution,12,2/1/2012 22:21,Ductile Iron
Distribution,10,6/2/2020 5:16,Galvanized Iron
Distribution,8,10/27/2021 23:45,Ductile Iron
Distribution,8,6/10/2021 15:55,Galvanized Iron
Distribution,8,6/29/2020 0:15,Copper
Distribution,10,3/15/1982 19:43,Copper
Distribution,14,5/26/2012 17:48,Ductile Iron
Distribution,14,7/7/2021 9:53,Ductile Iron
Distribution,10,5/18/2018 5:34,Copper
Distribution,6,1/8/2021 13:47,Copper
Distribution,6,12/6/2014 9:19,Ductile Iron
Distribution,12,11/29/2011 19:51,Galvanized Iron
Distribution,12,3/4/2010 8:39,Cast Iron
Distribution,14,10/1/2011 7:25,Ductile Iron
Distribution,6,11/26/2016 2:27,Ductile Iron
Distribution,14,8/30/2019 17:08,Cast Iron
Distribution,6,12/19/2017 20:20,Galvanized Iron
Distribution,6,5/25/2007 11:25,Copper
Distribution,14,3/4/1987 10:41,Cast Iron
Distribution,10,4/19/1998 18:54,Copper
Distribution,14,10/14/2012 21:18,Cast Iron
Distribution,14,6/28/2019 7:19,Cast Iron
Distribution,6,11/19/2012 5:00,Ductile Iron
Distribution,8,12/15/2019 6:56,Cast Iron
Distribution,6,1/14/2008 16:33,Galvanized Iron
Distribution,12,2/14/2009 20:39,Cast Iron
Distribution,14,7/11/2019 9:31,Ductile Iron
Distribution,10,11/12/2018 6:24,Ductile Iron
Distribution,6,1/18/2020 13:31,Ductile Iron
Distribution,8,2/25/2012 22:56,Ductile Iron
Distribution,8,3/28/2019 12:27,Ductile Iron
Distribution,12,3/20/2018 18:40,Ductile Iron
Distribution,14,10/18/2020 21:30,Ductile Iron
Distribution,8,1/5/1989 3:41,Ductile Iron
Distribution,6,12/27/2012 13:29,Copper
Distribution,14,8/2/2009 12:10,Cast Iron
Distribution,14,9/8/2020 8:29,Copper
Distribution,8,4/14/2011 9:38,Copper
Distribution,10,6/25/2000 2:24,Galvanized Iron
Transmission,28,11/27/2012 7:42,Copper
Transmission,32,3/15/2003 19:54,Galvanized Iron
Distribution,14,10/6/2017 17:48,Cast Iron
Distribution,10,4/17/2007 8:49,Copper
Distribution,6,12/15/2017 11:44,Cast Iron
Distribution,6,1/16/2011 21:09,Ductile Iron
Distribution,8,9/19/2018 18:23,Ductile Iron
Distribution,6,4/18/1991 13:14,Cast Iron
Distribution,12,4/26/2016 3:54,Galvanized Iron
Distribution,10,5/2/2020 4:14,Ductile Iron
Distribution,14,7/9/2019 2:17,Galvanized Iron
Distribution,14,5/11/2019 3:01,Copper
Distribution,14,7/24/2021 6:50,Copper
Distribution,12,4/1/2009 0:29,Cast Iron
Distribution,10,8/20/2016 2:56,Galvanized Iron
Distribution,14,12/5/2012 12:58,Ductile Iron
Distribution,10,7/8/2012 16:03,Galvanized Iron
Distribution,10,12/23/2009 4:46,Copper
Distribution,10,2/15/2017 20:44,Galvanized Iron
Distribution,14,10/6/2021 0:01,Copper
Distribution,6,4/30/2016 16:32,Ductile Iron
Distribution,6,7/12/2012 3:45,Ductile Iron
Distribution,6,11/6/2017 17:38,Galvanized Iron
Distribution,8,4/16/2019 0:22,Galvanized Iron
Distribution,10,11/29/2020 16:18,Copper
Distribution,6,4/11/2016 7:46,Galvanized Iron
Distribution,14,6/19/1998 17:13,Galvanized Iron
Distribution,6,10/31/2005 7:52,Galvanized Iron
Distribution,12,11/20/2017 9:21,Copper
Distribution,6,7/14/2017 6:16,Galvanized Iron
Distribution,10,10/29/2016 17:42,Galvanized Iron
Distribution,6,5/25/2007 20:04,Cast Iron
Distribution,8,11/2/2020 18:18,Copper
Distribution,6,12/26/2019 0:25,Galvanized Iron
Distribution,10,3/15/2019 14:22,Galvanized Iron
Distribution,12,10/22/2006 17:55,Ductile Iron
Distribution,8,11/3/2002 9:56,Galvanized Iron
Distribution,8,5/30/1989 2:56,Galvanized Iron
Distribution,12,9/4/2015 0:05,Copper
Distribution,10,1/1/1980 13:30,Cast Iron
Distribution,14,1/25/2011 21:31,Cast Iron
Distribution,14,3/24/2021 16:51,Copper
Distribution,10,10/14/2008 1:03,Galvanized Iron
Distribution,8,8/28/2006 0:42,Copper
Distribution,12,2/20/2021 23:51,Ductile Iron
Distribution,12,5/28/2021 9:47,Ductile Iron
Distribution,10,7/7/2013 18:02,Galvanized Iron
Distribution,14,4/21/2010 6:01,Ductile Iron
Distribution,14,10/18/2014 2:40,Ductile Iron
Distribution,10,11/2/2012 6:15,Ductile Iron
Distribution,8,7/29/2014 2:05,Galvanized Iron
Distribution,12,7/29/2015 0:32,Ductile Iron
Distribution,6,12/8/2020 2:57,Copper
Distribution,14,12/21/2016 4:24,Cast Iron
Distribution,12,5/31/2014 18:21,Ductile Iron
Distribution,6,1/26/2007 10:57,Galvanized Iron
Distribution,14,11/2/2020 12:45,Cast Iron
Distribution,6,1/2/2011 11:41,Copper
Distribution,12,12/22/2021 22:58,Galvanized Iron
Distribution,8,10/29/2008 22:40,Ductile Iron
Distribution,12,10/29/2012 14:39,Galvanized Iron
Distribution,12,3/25/2019 6:05,Cast Iron
Distribution,8,5/27/2019 4:37,Galvanized Iron
Distribution,8,1/2/2016 12:29,Copper
Distribution,12,10/30/2021 6:30,Ductile Iron
Distribution,8,12/19/2021 13:05,Ductile Iron
Distribution,6,3/15/2014 18:21,Ductile Iron
Distribution,12,2/5/2005 1:45,Copper
Distribution,8,4/5/2020 10:15,Copper
Distribution,12,10/13/2019 12:54,Galvanized Iron
Distribution,6,7/19/2020 20:02,Cast Iron
Distribution,8,11/13/2012 3:21,Ductile Iron
Distribution,12,5/4/2018 18:24,Galvanized Iron
Distribution,6,11/17/2019 13:38,Cast Iron
Distribution,8,11/14/2016 6:42,Cast Iron
Distribution,6,5/8/2021 10:52,Ductile Iron
Distribution,8,11/8/2021 23:20,Ductile Iron
Distribution,10,4/22/2021 14:02,Galvanized Iron
Distribution,8,12/21/2019 0:33,Cast Iron
Distribution,10,1/5/2015 3:57,Ductile Iron
Distribution,8,2/16/2019 20:23,Cast Iron
Distribution,10,12/14/2021 9:42,Copper
Distribution,14,2/4/2011 4:34,Ductile Iron
Distribution,10,5/7/2014 21:13,Galvanized Iron
Distribution,12,1/31/2017 7:14,Ductile Iron
Distribution,6,1/22/2004 23:58,Galvanized Iron
Distribution,10,9/9/2008 5:21,Copper
Distribution,12,5/15/2016 23:07,Copper
Distribution,12,4/23/2020 6:31,Copper
Distribution,14,10/15/1986 6:50,Ductile Iron
Distribution,10,4/27/2016 10:53,Copper
Distribution,10,6/5/2019 4:36,Copper
Distribution,14,4/5/2020 18:57,Cast Iron
Distribution,8,12/24/1982 0:00,Cast Iron
Distribution,14,7/6/2021 22:54,Ductile Iron
Distribution,14,5/8/2010 0:32,Cast Iron
Distribution,6,1/19/2010 20:49,Ductile Iron
Distribution,14,11/27/2018 21:01,Galvanized Iron
Distribution,8,7/12/2016 1:26,Cast Iron
Distribution,8,8/31/2011 4:33,Cast Iron
Distribution,6,9/22/2010 6:41,Galvanized Iron
Distribution,12,7/7/2020 8:52,Galvanized Iron
Distribution,8,11/28/2015 7:26,Ductile Iron
Distribution,12,4/10/2020 8:48,Ductile Iron
Distribution,14,4/27/2014 1:10,Galvanized Iron
Distribution,8,2/26/2010 4:58,Ductile Iron
Distribution,10,8/4/2021 18:49,Cast Iron
Distribution,6,3/10/2001 17:53,Ductile Iron
Distribution,12,11/7/2016 19:41,Ductile Iron
Distribution,6,7/6/2020 17:04,Galvanized Iron
Distribution,6,4/9/2011 3:38,Cast Iron
Distribution,12,10/17/2005 0:35,Galvanized Iron
Distribution,14,5/10/2021 1:02,Galvanized Iron
Distribution,10,8/28/2020 0:31,Galvanized Iron
Distribution,14,11/9/2011 10:32,Copper
Distribution,12,1/1/2018 8:10,Galvanized Iron
Distribution,6,10/27/2013 3:16,Copper
Distribution,10,5/10/2005 1:33,Cast Iron
Distribution,6,9/22/2016 12:44,Ductile Iron
Distribution,14,7/8/2019 11:01,Ductile Iron
Distribution,12,7/27/2008 2:03,Copper
Distribution,10,8/24/2017 9:54,Copper
Distribution,12,9/10/1999 16:33,Ductile Iron
Distribution,12,3/26/2016 16:41,Galvanized Iron
Distribution,10,4/2/2020 12:20,Copper
Distribution,10,6/13/2005 9:20,Copper
Distribution,14,3/28/2004 13:26,Cast Iron
Distribution,10,3/2/2019 8:11,Cast Iron
Distribution,6,9/15/2020 19:58,Galvanized Iron
Distribution,10,4/9/2011 21:53,Ductile Iron
Distribution,14,11/7/2018 2:53,Galvanized Iron
Distribution,8,9/23/2006 5:58,Ductile Iron
Distribution,8,7/3/2021 4:25,Copper
Distribution,12,10/23/2012 3:20,Galvanized Iron
Distribution,12,1/18/2010 9:36,Galvanized Iron
Distribution,12,9/13/2019 12:56,Copper
Distribution,14,7/6/2019 3:50,Ductile Iron
Distribution,10,8/12/2008 17:53,Ductile Iron
Distribution,12,1/14/2020 8:57,Cast Iron
Distribution,12,2/12/2011 19:29,Cast Iron
Distribution,12,2/14/2000 18:21,Cast Iron
Distribution,12,3/3/2019 1:00,Galvanized Iron
Distribution,12,6/19/2020 2:27,Copper
Distribution,8,12/29/2014 1:56,Galvanized Iron
Distribution,6,10/6/2014 12:22,Ductile Iron
Distribution,14,10/17/2021 3:42,Cast Iron
Distribution,6,8/5/1998 9:51,Ductile Iron
Distribution,6,3/7/2010 17:45,Ductile Iron
Distribution,14,8/21/2020 9:43,Copper
Distribution,10,8/22/2020 15:28,Cast Iron
Distribution,6,5/5/2020 18:44,Copper
Distribution,10,8/8/2009 17:34,Copper
Distribution,8,9/12/2002 0:27,Ductile Iron
Distribution,6,11/10/2015 9:04,Galvanized Iron
Distribution,10,3/6/2000 0:15,Copper
Distribution,14,11/11/2011 22:04,Galvanized Iron
Distribution,10,5/2/2011 21:54,Copper
Distribution,8,6/8/2011 15:34,Galvanized Iron
Distribution,6,6/15/2017 1:22,Cast Iron
Distribution,12,3/3/2019 13:37,Galvanized Iron
Distribution,12,12/13/1988 23:45,Cast Iron
Distribution,6,12/21/2021 10:39,Galvanized Iron
Distribution,10,5/11/2015 6:47,Ductile Iron
Distribution,8,8/3/2011 19:37,Ductile Iron
Distribution,12,6/4/2016 3:23,Ductile Iron
Distribution,6,9/9/2020 23:33,Ductile Iron
Distribution,6,11/12/2016 8:42,Cast Iron
Distribution,6,12/5/2016 10:43,Ductile Iron
Distribution,10,5/24/2021 4:21,Ductile Iron
Distribution,12,1/21/2016 5:19,Cast Iron
Distribution,8,8/5/2017 8:42,Cast Iron
Distribution,6,2/28/2019 20:50,Cast Iron
Distribution,14,1/31/2018 6:40,Copper
Distribution,14,5/5/1996 16:02,Ductile Iron
Distribution,12,9/9/2018 19:56,Ductile Iron
Distribution,14,5/29/2001 21:29,Copper
Distribution,10,8/10/2010 11:44,Cast Iron
Distribution,8,9/13/2015 1:28,Copper
Distribution,10,1/13/2013 3:06,Copper
Distribution,8,6/5/2008 11:53,Copper
Distribution,12,6/11/2013 6:03,Cast Iron
Distribution,10,10/12/2018 14:06,Cast Iron
Distribution,8,6/21/2016 8:45,Copper
Distribution,12,11/23/2013 12:32,Ductile Iron
Distribution,12,12/28/2015 23:01,Galvanized Iron
Distribution,8,10/11/1997 11:38,Copper
Distribution,8,9/18/2010 1:14,Copper
Distribution,8,12/17/2011 17:06,Ductile Iron
Distribution,8,2/6/2012 14:53,Ductile Iron
Distribution,6,4/24/1994 0:21,Cast Iron
Distribution,6,7/20/1997 4:52,Galvanized Iron
Distribution,6,9/27/1999 13:22,Copper
Distribution,10,6/10/2005 1:25,Cast Iron
Distribution,6,5/20/1994 12:26,Cast Iron
Distribution,6,8/25/2019 1:14,Copper
Distribution,8,3/20/2017 0:58,Ductile Iron
Distribution,8,8/3/2019 7:29,Cast Iron
Distribution,8,8/5/2020 0:04,Ductile Iron
Distribution,10,7/1/2021 17:49,Copper
Distribution,14,5/28/2019 14:55,Copper
Distribution,6,3/22/2019 13:40,Ductile Iron
Distribution,6,8/1/2015 22:59,Cast Iron
Distribution,10,2/15/2003 12:29,Galvanized Iron
Distribution,10,10/31/2015 18:42,Copper
Distribution,6,1/28/2017 21:04,Ductile Iron
Distribution,6,8/10/2021 17:34,Copper
Distribution,14,6/29/2004 1:16,Copper
Distribution,10,7/29/2020 4:14,Copper
Distribution,6,1/12/2013 8:39,Cast Iron
Distribution,14,10/5/2017 3:12,Cast Iron
Distribution,8,9/10/2018 8:55,Galvanized Iron
Distribution,6,10/30/2009 19:57,Ductile Iron
Distribution,14,1/19/2018 18:45,Copper
Distribution,12,10/2/2021 10:08,Ductile Iron
Distribution,6,2/14/2009 15:37,Galvanized Iron
Distribution,8,2/26/2020 12:01,Ductile Iron
Distribution,8,6/7/2018 23:16,Cast Iron
Distribution,6,2/2/2017 3:29,Cast Iron
Distribution,6,5/17/1994 19:25,Cast Iron
Distribution,14,11/11/2021 8:43,Copper
Distribution,6,11/29/2020 10:37,Copper
Distribution,12,6/14/2007 15:20,Ductile Iron
Distribution,12,1/2/2005 0:22,Cast Iron
Distribution,6,1/30/2011 19:24,Copper
Distribution,6,6/22/2010 12:15,Galvanized Iron
Distribution,8,11/4/2018 22:33,Galvanized Iron
Distribution,12,10/6/2021 12:10,Galvanized Iron
Distribution,6,4/19/2013 12:21,Cast Iron
Distribution,8,2/18/2020 21:28,Cast Iron
Distribution,6,7/8/2021 9:25,Galvanized Iron
Distribution,6,2/17/2020 23:40,Cast Iron
Distribution,12,4/8/2017 17:56,Copper
Distribution,14,3/28/2020 23:23,Galvanized Iron
Distribution,12,10/22/2021 19:19,Copper
Distribution,12,7/14/2019 20:36,Cast Iron
Distribution,12,5/30/2009 3:16,Ductile Iron
Distribution,12,3/28/2010 3:22,Ductile Iron
Distribution,10,5/9/2015 17:30,Ductile Iron
Distribution,14,5/16/2020 11:30,Cast Iron
Distribution,14,1/1/1980 13:30,Cast Iron
Distribution,8,8/27/2004 10:58,Galvanized Iron
Distribution,14,4/8/1988 6:37,Cast Iron
Distribution,12,4/25/2006 22:16,Cast Iron
Distribution,6,11/11/2021 14:19,Galvanized Iron
Distribution,12,11/3/1997 2:24,Cast Iron
Transmission,36,10/19/2017 14:36,Copper
Transmission,24,3/22/2016 9:53,Galvanized Iron
Transmission,24,6/10/2004 6:14,Cast Iron
Transmission,32,9/1/2019 15:14,Cast Iron
Distribution,6,4/5/2010 3:01,Galvanized Iron
Distribution,14,12/10/2015 5:30,Cast Iron
Distribution,6,3/24/2017 2:33,Ductile Iron
Distribution,6,12/22/2021 3:13,Ductile Iron
Distribution,10,7/24/2016 11:22,Ductile Iron
Distribution,14,4/30/2021 0:36,Cast Iron
Distribution,6,3/7/2000 1:56,Copper
Distribution,14,3/18/2000 15:01,Galvanized Iron
Distribution,10,6/10/2002 21:47,Ductile Iron
Distribution,14,6/18/2014 10:18,Copper
Distribution,14,8/5/1995 5:06,Cast Iron
Distribution,12,1/12/2021 15:45,Cast Iron
Distribution,10,6/20/2014 20:52,Galvanized Iron
